anthology,explicit,acl-anthologies_00001,0,101,also,Expansion,0.8864,Expansion.Conjunction,0.8476
anthology,explicit,acl-anthologies_00002,0,49,by,Contingency,0.5342,Expansion.Manner,0.6856
anthology,explicit,acl-anthologies_00002,0,108,additionally,Expansion,0.7432,Expansion.Conjunction,0.6023
anthology,explicit,acl-anthologies_00002,0,93-94,in-order,Contingency,0.7642,Contingency.Purpose,0.8688
anthology,explicit,acl-anthologies_00004,0,52,and,Expansion,0.8952,Expansion.Conjunction,0.8696
anthology,explicit,acl-anthologies_00005,0,57,and,Expansion,0.8748,Expansion.Conjunction,0.8878
anthology,explicit,acl-anthologies_00005,0,163,and,Expansion,0.9063,Expansion.Conjunction,0.8677
anthology,explicit,acl-anthologies_00006,0,21,or,Expansion,0.9678,Expansion.Disjunction,0.9687
anthology,explicit,acl-anthologies_00006,0,35,thus,Contingency,0.9482,Contingency.Cause,0.9442
anthology,explicit,acl-anthologies_00006,0,102,and,Expansion,0.8152,Expansion.Conjunction,0.84
anthology,explicit,acl-anthologies_00006,0,103,thus,Contingency,0.9632,Contingency.Cause,0.9668
anthology,explicit,acl-anthologies_00007,0,62,and,Expansion,0.9279,Expansion.Conjunction,0.9196
anthology,explicit,acl-anthologies_00007,0,81,and,Expansion,0.952,Expansion.Conjunction,0.962
anthology,explicit,acl-anthologies_00008,0,74,by,Expansion,0.5067,Expansion.Manner,0.4732
anthology,explicit,acl-anthologies_00010,0,34,and,Expansion,0.8686,Expansion.Conjunction,0.836
anthology,explicit,acl-anthologies_00010,0,60,and,Expansion,0.9176,Expansion.Conjunction,0.9289
anthology,explicit,acl-anthologies_00011,0,37,and,Expansion,0.8773,Expansion.Conjunction,0.8407
anthology,explicit,acl-anthologies_00011,0,100,with,Expansion,0.9183,Expansion.Conjunction,0.4577
anthology,explicit,acl-anthologies_00012,0,102,also,Expansion,0.9479,Expansion.Conjunction,0.9328
anthology,explicit,acl-anthologies_00013,0,82,and,Expansion,0.8664,Expansion.Conjunction,0.8494
