nyt,altlex,nyt_00003,16,744-745-746-747,the-goal-has-been,Contingency,0.7498,Contingency.Cause,0.8253
nyt,altlex,nyt_00003,17,808,allowing,Contingency,0.925,Contingency.Cause,0.927
nyt,altlex,nyt_00003,17,819-820-825,the-goal-is,Contingency,0.6632,Contingency.Cause,0.4389
nyt,altlex,nyt_00003,21,1026,allowing,Contingency,0.9531,Contingency.Cause,0.9391
nyt,altlex,nyt_00005,0,48-49-50-51-52,is-a-case-in-point,Expansion,0.7422,Expansion.Instantiation,0.3616
nyt,altlex,nyt_00006,2,263,meaning,Contingency,0.7604,Contingency.Cause,0.7243
nyt,altlex,nyt_00006,6,618,putting,Contingency,0.9508,Contingency.Cause,0.9585
nyt,altlex,nyt_00006,7,739,suggesting,Contingency,0.94,Contingency.Cause,0.8387
nyt,altlex,nyt_00006,8,813,leaving,Contingency,0.9045,Contingency.Cause,0.9497
nyt,altlex,nyt_00006,10,999-1000,by-then,Temporal,0.823,Temporal.Asynchronous,0.7549
nyt,altlex,nyt_00008,15,1345-1346,this-brings,Contingency,0.8032,Contingency.Cause,0.7589
nyt,altlex,nyt_00008,20,1663,drains,Contingency,0.8232,Contingency.Cause,0.633
nyt,altlex,nyt_00012,3,162,leaving,Contingency,0.8001,Contingency.Cause,0.8568
nyt,altlex,nyt_00015,1,76,not,Expansion,0.8529,Expansion.Substitution,0.6548
nyt,altlex,nyt_00018,2,105-106-107,at-the-time,Temporal,0.8431,Temporal.Synchronous,0.8486
nyt,altlex,nyt_00019,4,199-200,only-to,Comparison,0.4859,Comparison.Concession,0.376
nyt,altlex,nyt_00023,8,525,soon,Temporal,0.9331,Temporal.Asynchronous,0.9049
nyt,altlex,nyt_00023,10,733,providing,Contingency,0.9539,Contingency.Cause,0.9448
nyt,altlex,nyt_00023,10,750,similarly,Expansion,0.4774,Expansion.Conjunction,0.3199
nyt,altlex,nyt_00025,6,301,that,Contingency,0.5805,Contingency.Cause,0.451
nyt,altlex,nyt_00025,14,719-720,this-means,Contingency,0.9339,Contingency.Cause,0.8889
nyt,altlex,nyt_00026,15,767,not,Expansion,0.7744,Expansion.Substitution,0.6564
nyt,altlex,nyt_00027,8,556,not,Expansion,0.916,Expansion.Substitution,0.7977
nyt,altlex,nyt_00027,12,966-967-968-969-970,the-only-problem-was-that,Expansion,0.4278,Expansion.Conjunction,0.4007
nyt,altlex,nyt_00036,9,647-648-649,that-compared-with,Comparison,0.9619,Comparison.Contrast,0.9418
nyt,altlex,nyt_00041,3,319-320,700-days,Temporal,0.8266,Temporal.Asynchronous,0.7245
nyt,altlex,nyt_00041,30,1556-1557,that-is,Expansion,0.5022,Contingency.Cause,0.2664
nyt,altlex,nyt_00045,15,824,allowing,Contingency,0.8078,Contingency.Cause,0.7297
nyt,altlex,nyt_00045,15,866,allowing,Contingency,0.9772,Contingency.Cause,0.9667
nyt,altlex,nyt_00047,0,29,trying,Contingency,0.6987,Contingency.Purpose,0.7356
nyt,altlex,nyt_00048,2,263-264,more-important,Expansion,0.9652,Expansion.Conjunction,0.8275
nyt,altlex,nyt_00048,3,425-426-427,in-similar-fashion,Expansion,0.4101,Expansion.Conjunction,0.2853
nyt,altlex,nyt_00051,3,330,sending,Contingency,0.9114,Contingency.Cause,0.8812
nyt,altlex,nyt_00055,25,1220-1221,since-then,Temporal,0.9353,Temporal.Asynchronous,0.9552
