essay,explicit,argumentative_essays_00000,0,31,and,Expansion,0.8556,Expansion.Conjunction,0.8238
essay,explicit,argumentative_essays_00000,0,41,however,Comparison,0.755,Comparison.Concession,0.6986
essay,explicit,argumentative_essays_00000,0,43,when,Temporal,0.5206,Temporal.Synchronous,0.6468
essay,explicit,argumentative_essays_00000,0,14-15,in-order,Contingency,0.7857,Contingency.Purpose,0.8547
essay,explicit,argumentative_essays_00000,0,32-33-34,as-a-result,Contingency,0.725,Contingency.Cause,0.6247
essay,explicit,argumentative_essays_00000,1,176,and,Expansion,0.8429,Expansion.Conjunction,0.7515
essay,explicit,argumentative_essays_00000,1,185,when,Temporal,0.6771,Temporal.Synchronous,0.3993
essay,explicit,argumentative_essays_00000,1,202,and,Expansion,0.8735,Expansion.Conjunction,0.8905
essay,explicit,argumentative_essays_00000,2,232,hence,Contingency,0.8437,Contingency.Cause,0.8395
essay,explicit,argumentative_essays_00000,2,245,however,Comparison,0.8747,Comparison.Concession,0.7604
essay,explicit,argumentative_essays_00000,2,247,when,Contingency,0.4907,Temporal.Synchronous,0.4496
essay,explicit,argumentative_essays_00000,2,348,but,Comparison,0.9426,Comparison.Concession,0.7039
essay,explicit,argumentative_essays_00000,2,357,therefore,Contingency,0.8869,Contingency.Cause,0.8176
essay,explicit,argumentative_essays_00000,2,211-212-213-214,on-the-other-hand,Comparison,0.7423,Comparison.Contrast,0.4786
essay,explicit,argumentative_essays_00000,2,290-291,for-instance,Expansion,0.7423,Expansion.Instantiation,0.7373
essay,explicit,argumentative_essays_00000,3,370,consequently,Contingency,0.5423,Contingency.Cause,0.3399
essay,explicit,argumentative_essays_00001,0,53,however,Comparison,0.8838,Comparison.Concession,0.7349
essay,explicit,argumentative_essays_00001,0,66,and,Expansion,0.9419,Expansion.Conjunction,0.9266
essay,explicit,argumentative_essays_00001,0,42-43,in-order,Contingency,0.9159,Contingency.Purpose,0.9185
essay,explicit,argumentative_essays_00001,1,76,firstly,Expansion,0.4513,Expansion.Conjunction,0.2327
essay,explicit,argumentative_essays_00001,1,146,and,Expansion,0.9715,Expansion.Conjunction,0.9716
essay,explicit,argumentative_essays_00001,1,166,and,Expansion,0.8854,Expansion.Conjunction,0.8898
essay,explicit,argumentative_essays_00001,1,174,thus,Contingency,0.9094,Contingency.Cause,0.9506
essay,explicit,argumentative_essays_00001,1,100-101,for-example,Expansion,0.8657,Expansion.Instantiation,0.8349
essay,explicit,argumentative_essays_00001,2,190,secondly,Expansion,0.9201,Expansion.Conjunction,0.8984
essay,explicit,argumentative_essays_00001,2,200,for,Contingency,0.9356,Contingency.Cause,0.893
essay,explicit,argumentative_essays_00001,2,263,as,Comparison,0.4536,Comparison.Similarity,0.305
essay,explicit,argumentative_essays_00001,2,289,hence,Contingency,0.8201,Contingency.Cause,0.8046
essay,explicit,argumentative_essays_00001,2,209-210-211,as-well-as,Expansion,0.9376,Expansion.Conjunction,0.9384
essay,explicit,argumentative_essays_00001,2,220-221,for-instance,Expansion,0.6862,Expansion.Instantiation,0.5188
essay,explicit,argumentative_essays_00001,2,253-254,so-that,Contingency,0.943,Contingency.Purpose,0.6324
