anthology,altlex,acl-anthologies_00002,0,12,enabling,Contingency,0.8886,Contingency.Cause,0.7761
anthology,altlex,acl-anthologies_00004,0,48-49-50,as-an-example,Expansion,0.6806,Expansion.Instantiation,0.6393
anthology,altlex,acl-anthologies_00009,0,169,aiding,Contingency,0.9405,Contingency.Cause,0.9675
anthology,altlex,acl-anthologies_00012,0,33-34,giving-rise,Contingency,0.9209,Contingency.Cause,0.9653
anthology,altlex,acl-anthologies_00012,0,35,to,Contingency,0.4567,Contingency.Cause,0.257
anthology,altlex,acl-anthologies_00012,0,40-41-42-47-48,the-growth-has-led-to,Contingency,0.9556,Contingency.Cause,0.9748
anthology,altlex,acl-anthologies_00013,0,53,allowing,Contingency,0.9343,Contingency.Cause,0.7454
anthology,altlex,acl-anthologies_00017,0,51-52-53,the-idea-is,Contingency,0.4935,Contingency.Cause,0.4171
anthology,altlex,acl-anthologies_00017,0,54,to,Contingency,0.7166,Contingency.Purpose,0.7161
anthology,altlex,acl-anthologies_00021,0,80,precisely,Expansion,0.6664,Expansion.Level-of-detail,0.5016
anthology,altlex,acl-anthologies_00022,0,83,rendering,Contingency,0.947,Contingency.Cause,0.9138
anthology,altlex,acl-anthologies_00023,0,33-34-35,this-is-because,Contingency,0.9521,Contingency.Cause,0.9649
anthology,altlex,acl-anthologies_00025,0,123,suggesting,Contingency,0.8126,Contingency.Cause,0.7795
anthology,altlex,acl-anthologies_00029,0,113,further,Expansion,0.9612,Expansion.Conjunction,0.9584
anthology,altlex,acl-anthologies_00036,0,23,basically,Expansion,0.5149,Contingency.Cause,0.1949
anthology,altlex,acl-anthologies_00037,0,207,further,Expansion,0.8899,Expansion.Conjunction,0.9091
anthology,altlex,acl-anthologies_00041,0,123-124-125,towards-this-goal,Contingency,0.5814,Contingency.Cause,0.6121
anthology,altlex,acl-anthologies_00041,0,240-241,significantly-improving,Contingency,0.9268,Contingency.Cause,0.9212
anthology,altlex,acl-anthologies_00045,0,159-160-161,the-results-show,Contingency,0.8737,Contingency.Cause,0.8798
anthology,altlex,acl-anthologies_00045,0,177-178-179,these-results-suggest,Contingency,0.8815,Contingency.Cause,0.9581
anthology,altlex,acl-anthologies_00045,0,180,that,Contingency,0.6439,Contingency.Cause,0.4918
anthology,altlex,acl-anthologies_00051,0,110-111-112-113,to-overcome-this-problem,Contingency,0.7263,Contingency.Cause,0.7794
anthology,altlex,acl-anthologies_00055,0,139,making,Contingency,0.8987,Contingency.Cause,0.9281
anthology,altlex,acl-anthologies_00061,0,24-25-26,for-this-reason,Contingency,0.915,Contingency.Cause,0.9122
anthology,altlex,acl-anthologies_00065,0,69-70-71-72,in-light-of-this,Contingency,0.7628,Contingency.Cause,0.6736
anthology,altlex,acl-anthologies_00067,0,41,hindering,Contingency,0.9244,Contingency.Cause,0.8684
anthology,altlex,acl-anthologies_00067,0,101,further,Expansion,0.9244,Expansion.Conjunction,0.8946
anthology,altlex,acl-anthologies_00076,0,98-99-100,this-leads-to,Contingency,0.6765,Contingency.Cause,0.7015
anthology,altlex,acl-anthologies_00077,0,135-136-137-138,these-extensions-result-in,Contingency,0.9238,Contingency.Cause,0.954
anthology,altlex,acl-anthologies_00082,0,38,allowing,Contingency,0.8013,Contingency.Cause,0.5483
anthology,altlex,acl-anthologies_00089,0,175,second,Expansion,0.7243,Expansion.Conjunction,0.6154
anthology,altlex,acl-anthologies_00089,0,203,moreover,Expansion,0.8704,Expansion.Conjunction,0.6001
anthology,altlex,acl-anthologies_00091,0,158-159,this-confirms,Contingency,0.9768,Contingency.Cause,0.9875
anthology,altlex,acl-anthologies_00093,0,87,second,Expansion,0.7305,Expansion.Conjunction,0.6413
anthology,altlex,acl-anthologies_00094,0,45-46-47,for-this-purpose,Contingency,0.738,Contingency.Cause,0.6479
anthology,altlex,acl-anthologies_00094,0,80-81-82,in-that-way,Contingency,0.7291,Contingency.Cause,0.5613
anthology,altlex,acl-anthologies_00097,0,160,enabling,Contingency,0.9075,Contingency.Cause,0.8525
anthology,altlex,acl-anthologies_00107,0,189-190-191,the-results-demonstrate,Contingency,0.898,Contingency.Cause,0.9146
anthology,altlex,acl-anthologies_00115,0,121-122,this-means,Contingency,0.9153,Contingency.Cause,0.8121
anthology,altlex,acl-anthologies_00118,0,41-42-43,in-addition-to,Expansion,0.913,Expansion.Conjunction,0.8806
anthology,altlex,acl-anthologies_00122,0,17-18,this-contrasts,Comparison,0.8299,Comparison.Contrast,0.4397
anthology,altlex,acl-anthologies_00124,0,146,setting,Contingency,0.9031,Contingency.Cause,0.9204
anthology,altlex,acl-anthologies_00125,0,75,making,Contingency,0.8919,Contingency.Cause,0.8138
anthology,altlex,acl-anthologies_00131,0,48-49-50-51,to-alleviate-this-issue,Contingency,0.8032,Contingency.Cause,0.8499
anthology,altlex,acl-anthologies_00141,0,187-188,this-demonstrates,Contingency,0.8535,Contingency.Cause,0.8832
anthology,altlex,acl-anthologies_00148,0,127,further,Expansion,0.9647,Expansion.Conjunction,0.9425
anthology,altlex,acl-anthologies_00155,0,66-67-68,in-this-way,Contingency,0.5651,Contingency.Cause,0.4442
anthology,altlex,acl-anthologies_00156,0,14-15-16,this-results-in,Contingency,0.9219,Contingency.Cause,0.88
