pdtb3,explicit,pdtb3_00000,1,19,and,Expansion,0.9143,Expansion.Conjunction,0.884
pdtb3,explicit,pdtb3_00000,2,79,and,Expansion,0.957,Expansion.Conjunction,0.9626
pdtb3,explicit,pdtb3_00000,3,152,while,Temporal,0.4282,Temporal.Synchronous,0.4423
pdtb3,explicit,pdtb3_00000,4,241-242-243,as-long-as,Contingency,0.4351,Contingency.Condition,0.3377
pdtb3,explicit,pdtb3_00000,5,315,and,Expansion,0.9268,Expansion.Conjunction,0.8787
pdtb3,explicit,pdtb3_00000,6,358,however,Comparison,0.9813,Comparison.Concession,0.8661
pdtb3,explicit,pdtb3_00001,2,27,but,Comparison,0.9134,Comparison.Concession,0.5592
pdtb3,explicit,pdtb3_00001,2,145,if,Contingency,0.9281,Contingency.Condition,0.919
pdtb3,explicit,pdtb3_00001,3,178,because,Contingency,0.8741,Contingency.Cause,0.7369
pdtb3,explicit,pdtb3_00001,3,228,and,Expansion,0.8879,Expansion.Conjunction,0.908
pdtb3,explicit,pdtb3_00001,4,259,though,Comparison,0.8152,Comparison.Concession,0.8307
pdtb3,explicit,pdtb3_00001,4,317-318,only-when,Temporal,0.4332,Temporal.Synchronous,0.4283
pdtb3,explicit,pdtb3_00001,5,402,or,Expansion,0.5757,Expansion.Disjunction,0.5943
pdtb3,explicit,pdtb3_00001,6,439,then,Temporal,0.8305,Temporal.Asynchronous,0.7087
pdtb3,explicit,pdtb3_00001,6,512,but,Comparison,0.8749,Comparison.Concession,0.5718
pdtb3,explicit,pdtb3_00001,6,513,also,Expansion,0.9352,Expansion.Conjunction,0.9454
pdtb3,explicit,pdtb3_00001,6,534,when,Temporal,0.4737,Temporal.Synchronous,0.4514
pdtb3,explicit,pdtb3_00001,6,441-442,just-as,Comparison,0.6744,Comparison.Similarity,0.6257
pdtb3,explicit,pdtb3_00001,7,578,and,Expansion,0.8838,Expansion.Conjunction,0.917
pdtb3,explicit,pdtb3_00001,7,597,if,Contingency,0.7901,Contingency.Condition,0.7943
pdtb3,explicit,pdtb3_00001,8,639,and,Expansion,0.895,Expansion.Conjunction,0.9117
pdtb3,explicit,pdtb3_00001,8,664,and,Expansion,0.8597,Expansion.Conjunction,0.8378
pdtb3,explicit,pdtb3_00001,10,728,yet,Comparison,0.9189,Comparison.Concession,0.8048
pdtb3,explicit,pdtb3_00001,10,764,while,Comparison,0.6778,Comparison.Concession,0.576
pdtb3,explicit,pdtb3_00001,11,813,and,Expansion,0.8619,Expansion.Conjunction,0.8791
pdtb3,explicit,pdtb3_00001,11,815,because,Contingency,0.898,Contingency.Cause,0.8817
pdtb3,explicit,pdtb3_00001,11,834,and,Expansion,0.8053,Expansion.Conjunction,0.7385
pdtb3,explicit,pdtb3_00001,11,851,although,Comparison,0.9042,Comparison.Concession,0.6029
pdtb3,explicit,pdtb3_00001,11,886,and,Expansion,0.844,Expansion.Conjunction,0.7692
pdtb3,explicit,pdtb3_00001,11,914,but,Comparison,0.8794,Comparison.Concession,0.8494
pdtb3,explicit,pdtb3_00001,12,986,and,Expansion,0.8305,Expansion.Conjunction,0.665
pdtb3,explicit,pdtb3_00001,12,962-964,either-or,Expansion,0.9072,Expansion.Disjunction,0.7544
pdtb3,explicit,pdtb3_00001,12,976-977,only-because,Contingency,0.8735,Contingency.Cause,0.8168
pdtb3,explicit,pdtb3_00001,13,1018,before,Temporal,0.7529,Temporal.Asynchronous,0.7292
pdtb3,explicit,pdtb3_00002,1,20,although,Comparison,0.9152,Comparison.Concession,0.8719
pdtb3,explicit,pdtb3_00002,1,27,and,Expansion,0.8482,Expansion.Conjunction,0.7447
pdtb3,explicit,pdtb3_00002,2,40,as,Temporal,0.8314,Temporal.Synchronous,0.8069
pdtb3,explicit,pdtb3_00002,4,155,and,Expansion,0.8248,Expansion.Conjunction,0.7956
pdtb3,explicit,pdtb3_00002,4,168,and,Expansion,0.8898,Expansion.Conjunction,0.858
pdtb3,explicit,pdtb3_00002,5,208,or,Expansion,0.9537,Expansion.Conjunction,0.894
pdtb3,explicit,pdtb3_00002,5,218,also,Expansion,0.8403,Expansion.Conjunction,0.7871
pdtb3,explicit,pdtb3_00002,5,229,but,Comparison,0.918,Comparison.Concession,0.8663
pdtb3,explicit,pdtb3_00002,5,243,because,Contingency,0.9059,Contingency.Cause,0.8758
pdtb3,explicit,pdtb3_00002,6,271,with,Expansion,0.7942,Expansion.Level-of-detail,0.7464
pdtb3,explicit,pdtb3_00002,6,312,and,Expansion,0.7922,Expansion.Conjunction,0.7329
pdtb3,explicit,pdtb3_00004,1,26,and,Expansion,0.8121,Expansion.Conjunction,0.7997
pdtb3,explicit,pdtb3_00004,3,140,and,Expansion,0.9213,Expansion.Conjunction,0.9584
pdtb3,explicit,pdtb3_00004,4,191,if,Contingency,0.8604,Contingency.Condition,0.7705
pdtb3,explicit,pdtb3_00004,4,197,and,Expansion,0.9323,Expansion.Conjunction,0.9615
pdtb3,explicit,pdtb3_00004,4,223,when,Temporal,0.8318,Temporal.Synchronous,0.7603
pdtb3,explicit,pdtb3_00004,4,242,and,Expansion,0.9105,Expansion.Conjunction,0.8997
pdtb3,explicit,pdtb3_00004,5,263,also,Expansion,0.9428,Expansion.Conjunction,0.9304
pdtb3,explicit,pdtb3_00004,5,268,also,Expansion,0.8517,Expansion.Conjunction,0.872
pdtb3,explicit,pdtb3_00004,5,283,after,Temporal,0.8745,Temporal.Asynchronous,0.8068
pdtb3,explicit,pdtb3_00004,5,274-275,no-matter,Comparison,0.9151,Comparison.Concession,0.9282
pdtb3,explicit,pdtb3_00004,7,416,separately,Expansion,0.949,Expansion.Conjunction,0.9513
pdtb3,explicit,pdtb3_00004,7,450,and,Expansion,0.9152,Expansion.Conjunction,0.8861
pdtb3,explicit,pdtb3_00004,7,451,still,Comparison,0.9186,Comparison.Concession,0.6189
pdtb3,explicit,pdtb3_00004,7,470,if,Contingency,0.8554,Contingency.Condition,0.7818
pdtb3,explicit,pdtb3_00004,7,460-461,so-that,Contingency,0.8205,Contingency.Purpose,0.4076
pdtb3,explicit,pdtb3_00006,1,2,when,Temporal,0.6029,Temporal.Synchronous,0.3857
pdtb3,explicit,pdtb3_00006,1,58,when,Temporal,0.8521,Temporal.Synchronous,0.7815
pdtb3,explicit,pdtb3_00006,1,71,and,Expansion,0.9204,Expansion.Conjunction,0.9276
pdtb3,explicit,pdtb3_00006,2,96,and,Expansion,0.9208,Expansion.Conjunction,0.9014
pdtb3,explicit,pdtb3_00006,2,122,but,Comparison,0.8614,Comparison.Concession,0.5497
pdtb3,explicit,pdtb3_00006,4,283,however,Comparison,0.9656,Comparison.Concession,0.7401
pdtb3,explicit,pdtb3_00006,4,309,and,Expansion,0.8922,Expansion.Conjunction,0.9146
pdtb3,explicit,pdtb3_00006,5,395,however,Comparison,0.9431,Comparison.Concession,0.7879
pdtb3,explicit,pdtb3_00006,6,491,and,Expansion,0.889,Expansion.Conjunction,0.8218
pdtb3,explicit,pdtb3_00006,6,517-518,as-well,Expansion,0.5832,Expansion.Conjunction,0.4107
pdtb3,explicit,pdtb3_00006,6,529-530,for-example,Expansion,0.9018,Expansion.Instantiation,0.8966
pdtb3,explicit,pdtb3_00006,7,549,however,Comparison,0.97,Comparison.Concession,0.8588
pdtb3,explicit,pdtb3_00006,9,747-748,partly-because,Contingency,0.9399,Contingency.Cause,0.9015
pdtb3,explicit,pdtb3_00006,11,850,and,Expansion,0.8295,Expansion.Conjunction,0.7591
pdtb3,explicit,pdtb3_00006,11,881,but,Comparison,0.9481,Comparison.Concession,0.8955
pdtb3,explicit,pdtb3_00006,11,882,when,Temporal,0.8176,Temporal.Asynchronous,0.6332
pdtb3,explicit,pdtb3_00006,11,957,but,Comparison,0.8748,Comparison.Concession,0.803
pdtb3,explicit,pdtb3_00006,11,996,but,Comparison,0.8877,Comparison.Concession,0.9137
pdtb3,explicit,pdtb3_00006,12,1046,but,Comparison,0.8278,Comparison.Concession,0.6649
pdtb3,explicit,pdtb3_00006,12,1067,and,Expansion,0.8423,Expansion.Conjunction,0.8467
pdtb3,explicit,pdtb3_00006,13,1084,because,Contingency,0.9396,Contingency.Cause,0.9549
pdtb3,explicit,pdtb3_00006,13,1138,but,Comparison,0.8606,Comparison.Concession,0.7137
pdtb3,explicit,pdtb3_00006,13,1139,as,Temporal,0.7821,Temporal.Synchronous,0.7718
pdtb3,explicit,pdtb3_00006,13,1145,and,Expansion,0.8778,Expansion.Conjunction,0.8664
pdtb3,explicit,pdtb3_00006,13,1154,and,Expansion,0.8989,Expansion.Conjunction,0.8783
pdtb3,explicit,pdtb3_00006,13,1100-1101,even-if,Comparison,0.9229,Comparison.Concession,0.8947
pdtb3,explicit,pdtb3_00006,14,1227,and,Expansion,0.9225,Expansion.Conjunction,0.9005
pdtb3,explicit,pdtb3_00006,15,1253,but,Comparison,0.8736,Comparison.Concession,0.6976
pdtb3,explicit,pdtb3_00006,15,1261,also,Expansion,0.8856,Expansion.Conjunction,0.9016
pdtb3,explicit,pdtb3_00006,15,1276,if,Contingency,0.9654,Contingency.Condition,0.9829
pdtb3,explicit,pdtb3_00006,15,1296,or,Expansion,0.9357,Expansion.Disjunction,0.8782
pdtb3,explicit,pdtb3_00006,15,1297,if,Contingency,0.812,Contingency.Condition,0.7936
pdtb3,explicit,pdtb3_00006,15,1304,and,Expansion,0.8869,Expansion.Conjunction,0.8324
pdtb3,explicit,pdtb3_00006,15,1339,but,Comparison,0.8928,Comparison.Concession,0.7765
pdtb3,explicit,pdtb3_00006,16,1380,and,Expansion,0.8851,Expansion.Conjunction,0.7973
